trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,block_trade_id,amount,liquidation,combo_trade_id,combo_id
2362,283899819,2024-02-14 11:28:02,3,0.1765,0.17517635,59.92,BTC-28JUN24-50000-C,51362.78,sell,0.1,,0.1,,,
2363,283899823,2024-02-14 11:28:04,3,0.1765,0.17520716,59.92,BTC-28JUN24-50000-C,51362.67,sell,0.1,,0.1,,,
2364,283899826,2024-02-14 11:28:06,3,0.1765,0.17521916,59.92,BTC-28JUN24-50000-C,51363.06,sell,0.1,,0.1,,,
2365,283899828,2024-02-14 11:28:08,3,0.1765,0.17520669,59.92,BTC-28JUN24-50000-C,51362.88,sell,0.1,,0.1,,,
2366,283899859,2024-02-14 11:28:10,3,0.1765,0.17521338,59.91,BTC-28JUN24-50000-C,51365.62,sell,0.1,,0.1,,,
2367,283900304,2024-02-14 11:29:01,0,0.177,0.1757959,59.89,BTC-28JUN24-50000-C,51427.73,sell,0.1,,0.1,,,
2368,283900359,2024-02-14 11:29:07,2,0.1765,0.17545545,59.81,BTC-28JUN24-50000-C,51389.65,sell,0.1,,0.1,,,
2369,283900564,2024-02-14 11:29:44,2,0.176,0.17531202,59.63,BTC-28JUN24-50000-C,51377.14,sell,0.1,,0.1,,,
2370,283900895,2024-02-14 11:30:53,0,0.1765,0.17547437,59.77,BTC-28JUN24-50000-C,51396.48,sell,0.1,,0.1,,,
2371,283900906,2024-02-14 11:30:55,1,0.1765,0.17543163,59.79,BTC-28JUN24-50000-C,51390.95,sell,0.1,,0.1,,,
2372,283901121,2024-02-14 11:31:20,2,0.176,0.17502361,59.75,BTC-28JUN24-50000-C,51349.44,sell,0.1,,0.1,,,
2373,283901261,2024-02-14 11:31:59,3,0.176,0.17497138,59.78,BTC-28JUN24-50000-C,51341.81,sell,0.1,,0.1,,,
2374,283901442,2024-02-14 11:32:26,3,0.176,0.17491173,59.82,BTC-28JUN24-50000-C,51337.91,sell,0.1,,0.1,,,
2375,283911771,2024-02-14 11:56:29,0,0.179,0.17863617,59.63,BTC-28JUN24-50000-C,51691.89,buy,0.1,,0.1,,,
2376,283955014,2024-02-14 14:48:18,0,0.1835,0.18339396,60.86,BTC-28JUN24-50000-C,51807.7,buy,1.0,,1.0,,,
2377,283996540,2024-02-14 17:25:57,2,0.1805,0.18078246,60.19,BTC-28JUN24-50000-C,51654.23,buy,2.0,,2.0,,,
2378,284041544,2024-02-15 00:23:36,0,0.1855,0.18512736,60.06,BTC-28JUN24-50000-C,52300.28,buy,0.1,,0.1,,,
2379,284073425,2024-02-15 03:39:38,0,0.1875,0.18742545,60.42,BTC-28JUN24-50000-C,52390.29,buy,1.8,,1.8,,,
2380,284080270,2024-02-15 05:20:50,2,0.186,0.18641699,60.51,BTC-28JUN24-50000-C,52208.94,buy,0.2,,0.2,,,
2381,284080783,2024-02-15 05:31:43,2,0.1855,0.18597085,60.49,BTC-28JUN24-50000-C,52167.99,buy,0.2,,0.2,,,
2382,284085790,2024-02-15 06:23:35,2,0.183,0.18421258,60.31,BTC-28JUN24-50000-C,51912.71,buy,0.1,,0.1,,,
2383,284085868,2024-02-15 06:25:28,2,0.182,0.18424994,59.83,BTC-28JUN24-50000-C,51918.25,buy,0.1,,0.1,,,
2384,284086140,2024-02-15 06:27:19,3,0.182,0.1836788,59.81,BTC-28JUN24-50000-C,51922.23,buy,0.1,,0.1,,,
2385,284086172,2024-02-15 06:27:48,3,0.182,0.18365179,59.75,BTC-28JUN24-50000-C,51936.14,buy,3.7,,3.7,,,
2386,284126418,2024-02-15 10:51:07,0,0.187,0.1874936,60.29,BTC-28JUN24-50000-C,52344.43,buy,0.1,,0.1,,,
2387,284130011,2024-02-15 11:21:41,2,0.1858,0.18733174,59.85,BTC-28JUN24-50000-C,52314.28,sell,14.0,126105,14.0,,,BTC-CS-28JUN24-50000_70000
2388,284154537,2024-02-15 13:31:15,0,0.1865,0.18641745,60.93,BTC-28JUN24-50000-C,52205.94,buy,0.2,,0.2,,,
2389,284164739,2024-02-15 14:26:59,1,0.1865,0.18651154,60.07,BTC-28JUN24-50000-C,52442.04,buy,0.1,,0.1,,,
2390,284165110,2024-02-15 14:27:07,0,0.187,0.18682148,60.09,BTC-28JUN24-50000-C,52494.61,buy,0.1,,0.1,,,
2391,284176679,2024-02-15 14:46:44,0,0.189,0.18880734,60.03,BTC-28JUN24-50000-C,52724.38,buy,0.1,,0.1,,,
2392,284178058,2024-02-15 14:49:11,0,0.19,0.18976451,60.2,BTC-28JUN24-50000-C,52802.71,buy,0.1,,0.1,,,
2393,284178902,2024-02-15 14:51:30,0,0.1905,0.1901788,60.28,BTC-28JUN24-50000-C,52833.36,buy,0.1,,0.1,,,
2394,284182494,2024-02-15 14:59:38,2,0.189,0.18925174,60.26,BTC-28JUN24-50000-C,52681.07,buy,5.0,,5.0,,,
2395,284185999,2024-02-15 15:07:06,2,0.1865,0.18682475,60.34,BTC-28JUN24-50000-C,52389.02,buy,0.3,,0.3,,,
2396,284267777,2024-02-15 22:19:23,2,0.179,0.17916486,59.51,BTC-28JUN24-50000-C,51681.53,buy,0.1,,0.1,,,
2397,284267829,2024-02-15 22:20:29,3,0.179,0.17900635,59.55,BTC-28JUN24-50000-C,51674.18,buy,0.1,,0.1,,,
2398,284267832,2024-02-15 22:20:29,3,0.179,0.17900635,59.55,BTC-28JUN24-50000-C,51674.18,buy,0.1,,0.1,,,
2399,284267833,2024-02-15 22:20:29,3,0.179,0.17900635,59.52,BTC-28JUN24-50000-C,51680.97,buy,0.1,,0.1,,,
2400,284267847,2024-02-15 22:20:43,3,0.179,0.17909214,59.51,BTC-28JUN24-50000-C,51683.91,buy,0.1,,0.1,,,
2401,284267850,2024-02-15 22:20:43,3,0.179,0.17909214,59.5,BTC-28JUN24-50000-C,51686.75,buy,0.1,,0.1,,,
2402,284267851,2024-02-15 22:20:43,3,0.179,0.17909214,59.5,BTC-28JUN24-50000-C,51686.75,buy,0.1,,0.1,,,
2403,284267857,2024-02-15 22:20:45,3,0.179,0.17911468,59.5,BTC-28JUN24-50000-C,51692.12,buy,0.1,,0.1,,,
2404,284267858,2024-02-15 22:20:45,3,0.179,0.17911468,59.5,BTC-28JUN24-50000-C,51692.12,buy,0.1,,0.1,,,
2405,284267859,2024-02-15 22:20:45,3,0.179,0.17911468,59.5,BTC-28JUN24-50000-C,51692.12,buy,0.1,,0.1,,,
2406,284282076,2024-02-16 01:41:48,0,0.182,0.1825007,59.55,BTC-28JUN24-50000-C,51985.9,buy,1.0,,1.0,,,
2407,284282081,2024-02-16 01:41:56,1,0.182,0.1825412,59.54,BTC-28JUN24-50000-C,51987.54,buy,4.0,,4.0,,,
2408,284282082,2024-02-16 01:41:56,1,0.182,0.1825412,59.54,BTC-28JUN24-50000-C,51987.54,buy,4.0,,4.0,,,
2409,284301204,2024-02-16 06:05:39,0,0.1825,0.18315868,59.2,BTC-28JUN24-50000-C,52110.11,buy,0.1,,0.1,,,
2410,284322734,2024-02-16 07:57:23,2,0.179,0.17994825,58.93,BTC-28JUN24-50000-C,51780.85,buy,0.5,,0.5,,,
2411,284345410,2024-02-16 10:56:40,0,0.184,0.1845327,59.17,BTC-28JUN24-50000-C,52281.16,buy,1.0,,1.0,,,
2412,284350091,2024-02-16 11:38:35,0,0.185,0.18616021,59.06,BTC-28JUN24-50000-C,52394.69,buy,3.0,,3.0,,,
2413,284370357,2024-02-16 14:15:30,2,0.1847,0.18528416,59.53,BTC-28JUN24-50000-C,52240.29,sell,20.0,126364,20.0,,,BTC-CS-28JUN24-50000_70000
2414,284381630,2024-02-16 15:00:35,2,0.1825,0.18076848,60.3,BTC-28JUN24-50000-C,51845.06,buy,1.7,,1.7,,,
2415,284381631,2024-02-16 15:00:35,0,0.184,0.18076848,60.98,BTC-28JUN24-50000-C,51845.06,buy,5.0,,5.0,,,
2416,284381632,2024-02-16 15:00:35,0,0.1855,0.18076848,61.66,BTC-28JUN24-50000-C,51845.06,sell,20.3,,20.3,,,
2417,284676720,2024-02-19 07:25:54,0,0.189,0.18838514,60.42,BTC-28JUN24-50000-C,52451.27,sell,15.0,126524,15.0,,,
2418,284699967,2024-02-19 11:00:51,2,0.1875,0.18753734,59.89,BTC-28JUN24-50000-C,52378.83,buy,0.2,,0.2,,,
2419,284779589,2024-02-20 00:55:17,2,0.1825,0.18286511,60.88,BTC-28JUN24-50000-C,51681.29,buy,0.3,,0.3,,,
2420,284807671,2024-02-20 07:47:23,0,0.1858,0.18629716,61.45,BTC-28JUN24-50000-C,51885.99,sell,12.5,126677,12.5,,,BTC-RR-28JUN24-45000_50000
2421,284829182,2024-02-20 11:03:45,0,0.188,0.18827633,60.74,BTC-28JUN24-50000-C,52280.45,buy,0.1,,0.1,,,
2422,284829991,2024-02-20 11:05:49,0,0.1885,0.18903879,60.73,BTC-28JUN24-50000-C,52324.46,buy,0.1,,0.1,,,
2423,284830226,2024-02-20 11:06:21,0,0.189,0.18929548,60.85,BTC-28JUN24-50000-C,52349.11,buy,0.1,,0.1,,,
2424,284843694,2024-02-20 13:34:44,0,0.1895,0.18951285,60.68,BTC-28JUN24-50000-C,52498.73,buy,0.1,,0.1,,,
2425,284854155,2024-02-20 13:52:19,0,0.193,0.19302861,60.86,BTC-28JUN24-50000-C,52792.09,sell,0.8,,0.8,,,
2426,284896658,2024-02-20 16:01:39,2,0.181,0.18137124,60.74,BTC-28JUN24-50000-C,51653.41,buy,2.0,,2.0,,,
2427,284967311,2024-02-21 02:06:51,0,0.1854,0.18495912,60.59,BTC-28JUN24-50000-C,52097.88,sell,17.0,,17.0,,284967310,BTC-CS-28JUN24-50000_55000
2428,285100461,2024-02-21 18:48:15,2,0.173,0.17343264,60.68,BTC-28JUN24-50000-C,50936.43,buy,0.2,,0.2,,,
2429,285105059,2024-02-21 19:06:24,3,0.173,0.17286086,60.86,BTC-28JUN24-50000-C,50906.96,buy,0.3,,0.3,,,
2430,285105427,2024-02-21 19:07:27,3,0.173,0.17312967,60.73,BTC-28JUN24-50000-C,50937.49,buy,0.1,,0.1,,,
2431,285105478,2024-02-21 19:07:41,3,0.173,0.17328461,60.67,BTC-28JUN24-50000-C,50958.16,buy,4.4,,4.4,,,
2432,285117583,2024-02-21 20:43:57,0,0.175,0.17428837,61.28,BTC-28JUN24-50000-C,51043.54,buy,1.5,,1.5,,,
2433,285219859,2024-02-22 13:31:35,0,0.178,0.17677096,61.95,BTC-28JUN24-50000-C,51219.36,buy,1.0,,1.0,,,
2434,285219930,2024-02-22 13:32:12,1,0.178,0.17716423,61.77,BTC-28JUN24-50000-C,51260.03,sell,1.0,,1.0,,,
2435,285220225,2024-02-22 13:34:56,1,0.178,0.17769908,61.62,BTC-28JUN24-50000-C,51293.17,sell,1.8,,1.8,,,
2436,285220227,2024-02-22 13:34:56,1,0.178,0.17769908,61.62,BTC-28JUN24-50000-C,51293.17,sell,0.3,,0.3,,,
2437,285220236,2024-02-22 13:35:01,1,0.178,0.17759561,61.66,BTC-28JUN24-50000-C,51282.59,sell,1.8,,1.8,,,
2438,285220237,2024-02-22 13:35:01,1,0.178,0.17759561,61.66,BTC-28JUN24-50000-C,51282.59,sell,0.1,,0.1,,,
2439,285220569,2024-02-22 13:36:37,2,0.1775,0.17735569,61.62,BTC-28JUN24-50000-C,51247.8,sell,1.0,,1.0,,,
2440,285237419,2024-02-22 15:19:27,0,0.179,0.17774877,62.2,BTC-28JUN24-50000-C,51314.7,buy,2.0,,2.0,,,
2441,285240260,2024-02-22 15:40:15,0,0.18,0.18008847,61.57,BTC-28JUN24-50000-C,51533.62,sell,0.5,,0.5,,,
2442,285295691,2024-02-23 03:06:14,2,0.174,0.17391335,61.13,BTC-28JUN24-50000-C,51004.45,sell,2.0,,2.0,,,
2443,285332225,2024-02-23 08:19:24,2,0.1735,0.17276086,60.95,BTC-28JUN24-50000-C,51066.91,sell,0.2,,0.2,,,
2444,285412476,2024-02-23 22:09:07,2,0.1698,0.1693941,59.53,BTC-28JUN24-50000-C,50989.38,sell,75.0,127463,75.0,,,BTC-CS-28JUN24-50000_55000
2445,285412677,2024-02-23 22:13:30,3,0.1698,0.1695957,59.45,BTC-28JUN24-50000-C,50999.45,sell,75.0,127466,75.0,,,BTC-CS-28JUN24-50000_55000
2446,285609203,2024-02-26 12:25:09,0,0.17,0.16992008,60.02,BTC-28JUN24-50000-C,51027.71,buy,2.0,,2.0,,,
2447,285707537,2024-02-26 19:14:47,0,0.2,0.20007188,61.2,BTC-28JUN24-50000-C,53845.61,buy,0.5,,0.5,,,
2448,285768889,2024-02-26 23:27:00,0,0.2095,0.20962092,62.26,BTC-28JUN24-50000-C,54622.18,buy,0.1,,0.1,,,
2449,285768903,2024-02-26 23:27:01,1,0.2095,0.20961957,62.26,BTC-28JUN24-50000-C,54622.06,buy,0.1,,0.1,,,
2450,285768924,2024-02-26 23:27:01,1,0.2095,0.20961957,62.26,BTC-28JUN24-50000-C,54622.06,buy,0.1,,0.1,,,
2451,285768978,2024-02-26 23:27:02,1,0.2095,0.20962186,62.26,BTC-28JUN24-50000-C,54631.21,buy,0.1,,0.1,,,
2452,285768979,2024-02-26 23:27:02,1,0.2095,0.20962186,62.26,BTC-28JUN24-50000-C,54631.21,buy,1.6,,1.6,,,
2453,285799265,2024-02-27 01:56:44,0,0.22,0.22084728,61.78,BTC-28JUN24-50000-C,55711.83,buy,0.2,,0.2,,,
2454,285877979,2024-02-27 05:51:24,0,0.2265,0.22697172,63.06,BTC-28JUN24-50000-C,56206.2,buy,0.1,,0.1,,,
2455,285877982,2024-02-27 05:51:27,1,0.2265,0.22698378,63.06,BTC-28JUN24-50000-C,56205.68,buy,0.1,,0.1,,,
2456,285877984,2024-02-27 05:51:27,1,0.2265,0.22698378,63.06,BTC-28JUN24-50000-C,56205.68,buy,0.1,,0.1,,,
2457,285877987,2024-02-27 05:51:31,1,0.2265,0.22704165,63.02,BTC-28JUN24-50000-C,56212.26,buy,0.1,,0.1,,,
2458,285877988,2024-02-27 05:51:31,1,0.2265,0.22704165,63.02,BTC-28JUN24-50000-C,56212.26,buy,0.1,,0.1,,,
2459,285877999,2024-02-27 05:51:55,1,0.2265,0.22715722,62.97,BTC-28JUN24-50000-C,56224.14,buy,0.1,,0.1,,,
2460,285878704,2024-02-27 05:59:14,2,0.2245,0.22621622,62.41,BTC-28JUN24-50000-C,56128.93,buy,0.3,,0.3,,,
2461,285879154,2024-02-27 06:04:44,0,0.225,0.22649961,62.44,BTC-28JUN24-50000-C,56182.47,buy,0.3,,0.3,,,
2462,285881806,2024-02-27 06:26:01,0,0.2265,0.2269948,62.81,BTC-28JUN24-50000-C,56261.29,buy,0.4,,0.4,,,
2463,285902388,2024-02-27 08:02:44,2,0.225,0.22450835,62.36,BTC-28JUN24-50000-C,56219.41,sell,0.1,,0.1,,,
2464,285902409,2024-02-27 08:02:53,3,0.225,0.2243929,62.44,BTC-28JUN24-50000-C,56207.41,sell,1.7,,1.7,,,
2465,285902410,2024-02-27 08:02:53,3,0.225,0.2243929,62.44,BTC-28JUN24-50000-C,56207.41,sell,0.1,,0.1,,,
2466,285902411,2024-02-27 08:02:53,3,0.225,0.2243929,62.44,BTC-28JUN24-50000-C,56207.41,sell,0.3,,0.3,,,
2467,285902412,2024-02-27 08:02:53,0,0.2255,0.2243929,62.71,BTC-28JUN24-50000-C,56207.41,sell,1.9,,1.9,,,
2468,285902419,2024-02-27 08:02:54,1,0.2255,0.22439824,62.71,BTC-28JUN24-50000-C,56205.57,sell,0.1,,0.1,,,
2469,285902420,2024-02-27 08:02:54,1,0.2255,0.22439824,62.71,BTC-28JUN24-50000-C,56205.57,sell,3.8,,3.8,,,
2470,285904502,2024-02-27 08:12:16,1,0.2255,0.22555772,62.24,BTC-28JUN24-50000-C,56302.23,buy,0.1,,0.1,,,
2471,285904527,2024-02-27 08:12:18,1,0.2255,0.22560459,62.21,BTC-28JUN24-50000-C,56307.88,buy,0.1,,0.1,,,
2472,285905096,2024-02-27 08:13:47,1,0.2255,0.2259847,62.01,BTC-28JUN24-50000-C,56337.8,buy,0.1,,0.1,,,
2473,285906081,2024-02-27 08:19:59,0,0.2265,0.22672048,62.28,BTC-28JUN24-50000-C,56379.3,buy,0.1,,0.1,,,
2474,285911436,2024-02-27 08:48:51,0,0.227,0.22726204,62.07,BTC-28JUN24-50000-C,56471.27,buy,0.1,,0.1,,,
2475,285917895,2024-02-27 09:31:19,0,0.2275,0.22721369,62.04,BTC-28JUN24-50000-C,56573.05,buy,0.1,,0.1,,,
2476,285922247,2024-02-27 09:47:11,2,0.2267,0.22775334,61.44,BTC-28JUN24-50000-C,56608.8,sell,100.0,127905,100.0,,,BTC-CS-28JUN24-50000_70000
2477,285938901,2024-02-27 11:26:14,0,0.2277,0.22719408,62.5,BTC-28JUN24-50000-C,56529.88,buy,12.5,127925,12.5,,,BTC-CS-28JUN24-50000_70000
2478,285944951,2024-02-27 12:10:24,2,0.2274,0.22924774,61.56,BTC-28JUN24-50000-C,56672.86,sell,13.0,127929,13.0,,,BTC-CS-28JUN24-50000_70000
2479,285945230,2024-02-27 12:14:23,0,0.2287,0.22882834,62.47,BTC-28JUN24-50000-C,56642.59,sell,25.0,127932,25.0,,,BTC-CS-28JUN24-50000_70000
2480,285952762,2024-02-27 12:36:08,0,0.2336,0.23424524,62.42,BTC-28JUN24-50000-C,57179.63,sell,80.0,127949,80.0,,,BTC-CS-28JUN24-50000_70000
2481,285984015,2024-02-27 14:28:06,2,0.232,0.23203482,63.23,BTC-28JUN24-50000-C,56869.35,buy,0.1,,0.1,,,
2482,285984333,2024-02-27 14:30:22,0,0.2325,0.23296058,62.99,BTC-28JUN24-50000-C,56957.51,buy,0.1,,0.1,,,
2483,285984509,2024-02-27 14:31:17,0,0.233,0.23330562,63.07,BTC-28JUN24-50000-C,56997.85,buy,0.1,,0.1,,,
2484,285989449,2024-02-27 14:47:52,2,0.2299,0.23017627,62.56,BTC-28JUN24-50000-C,56785.28,sell,107.0,128052,107.0,,,BTC-CS-28JUN24-50000_70000
2485,285994047,2024-02-27 15:10:21,0,0.23,0.23084614,62.12,BTC-28JUN24-50000-C,56898.9,buy,5.0,,5.0,,,
2486,286002214,2024-02-27 15:47:06,2,0.2278,0.22952238,61.14,BTC-28JUN24-50000-C,56866.8,sell,38.0,128077,38.0,,,
2487,286025842,2024-02-27 17:19:46,0,0.232,0.23257729,61.45,BTC-28JUN24-50000-C,57221.07,buy,0.1,,0.1,,,
2488,286034313,2024-02-27 18:22:58,2,0.23,0.23018879,61.5,BTC-28JUN24-50000-C,57002.89,sell,0.2,,0.2,,,
2489,286034314,2024-02-27 18:22:58,3,0.23,0.23018879,61.5,BTC-28JUN24-50000-C,57002.89,sell,0.1,,0.1,,,
2490,286034322,2024-02-27 18:23:17,3,0.23,0.23007655,61.57,BTC-28JUN24-50000-C,56987.92,sell,0.3,,0.3,,,
2491,286034326,2024-02-27 18:23:17,3,0.23,0.23007655,61.57,BTC-28JUN24-50000-C,56987.92,sell,0.1,,0.1,,,
2492,286034328,2024-02-27 18:23:17,3,0.23,0.23007655,61.57,BTC-28JUN24-50000-C,56987.92,sell,0.1,,0.1,,,
2493,286034330,2024-02-27 18:23:18,3,0.23,0.23006388,61.64,BTC-28JUN24-50000-C,56974.68,sell,0.1,,0.1,,,
2494,286034359,2024-02-27 18:23:24,3,0.23,0.22985856,61.69,BTC-28JUN24-50000-C,56961.66,sell,0.1,,0.1,,,
2495,286044032,2024-02-27 19:48:01,0,0.233,0.23256298,61.35,BTC-28JUN24-50000-C,57341.31,buy,0.1,,0.1,,,
2496,286044937,2024-02-27 19:51:39,0,0.2335,0.23385974,61.14,BTC-28JUN24-50000-C,57432.52,buy,0.1,,0.1,,,
2497,286044989,2024-02-27 19:52:01,2,0.233,0.23392742,60.83,BTC-28JUN24-50000-C,57431.55,buy,0.9,,0.9,,,
2498,286045561,2024-02-27 19:53:21,0,0.234,0.23426765,61.1,BTC-28JUN24-50000-C,57489.79,buy,0.1,,0.1,,,
2499,286147731,2024-02-28 08:53:21,0,0.246,0.24584395,60.02,BTC-28JUN24-50000-C,59068.64,buy,3.0,,3.0,,,
2500,286162852,2024-02-28 09:23:42,2,0.2455,0.24627982,59.67,BTC-28JUN24-50000-C,59090.38,buy,0.1,,0.1,,,
2501,286180682,2024-02-28 10:37:01,0,0.247,0.24786286,59.6,BTC-28JUN24-50000-C,59288.07,buy,1.0,,1.0,,,
2502,286261446,2024-02-28 14:24:57,0,0.26,0.25994863,61.49,BTC-28JUN24-50000-C,60316.25,sell,0.1,,0.1,,,
2503,286295087,2024-02-28 14:59:54,0,0.2665,0.26608268,61.87,BTC-28JUN24-50000-C,61166.75,sell,0.1,,0.1,,,
2504,286366244,2024-02-28 17:00:47,0,0.28,0.27985159,63.69,BTC-28JUN24-50000-C,62321.14,sell,0.1,,0.1,,,
2505,286366463,2024-02-28 17:01:18,1,0.28,0.27999863,63.75,BTC-28JUN24-50000-C,62314.73,sell,0.1,,0.1,,,
2506,286366702,2024-02-28 17:01:45,1,0.28,0.2802084,63.78,BTC-28JUN24-50000-C,62307.93,sell,0.1,,0.1,,,
2507,286366921,2024-02-28 17:01:58,1,0.28,0.28004328,63.88,BTC-28JUN24-50000-C,62277.74,sell,0.8,,0.8,,,
2508,286372759,2024-02-28 17:07:12,0,0.2865,0.2853355,65.09,BTC-28JUN24-50000-C,62817.09,sell,5.0,,5.0,,,
2509,286376811,2024-02-28 17:11:56,2,0.285,0.28525998,64.36,BTC-28JUN24-50000-C,62773.08,buy,0.5,,0.5,,,
2510,286393672,2024-02-28 17:17:40,0,0.295,0.29413242,65.81,BTC-28JUN24-50000-C,63506.26,sell,1.0,,1.0,,,
2511,286435678,2024-02-28 17:34:20,2,0.27,0.27124335,65.61,BTC-28JUN24-50000-C,60704.14,buy,0.3,,0.3,,,
2512,286470099,2024-02-28 17:53:10,2,0.268,0.27385356,63.16,BTC-28JUN24-50000-C,61237.83,sell,0.1,,0.1,,,
2513,286533995,2024-02-28 19:15:38,0,0.2685,0.26803716,63.73,BTC-28JUN24-50000-C,61258.94,buy,0.1,,0.1,,,
2514,286534418,2024-02-28 19:16:55,0,0.27,0.26922134,63.79,BTC-28JUN24-50000-C,61431.78,buy,0.1,,0.1,,,
2515,286546198,2024-02-28 19:49:11,2,0.266,0.2662911,63.13,BTC-28JUN24-50000-C,61004.78,buy,0.1,,0.1,,,
2516,286583122,2024-02-28 21:39:43,2,0.2615,0.26123182,63.07,BTC-28JUN24-50000-C,60505.77,sell,0.8,,0.8,,,
2517,286583130,2024-02-28 21:39:45,3,0.2615,0.2612304,63.09,BTC-28JUN24-50000-C,60503.82,sell,0.1,,0.1,,,
2518,286583618,2024-02-28 21:42:45,3,0.2615,0.26157259,62.86,BTC-28JUN24-50000-C,60531.36,sell,0.4,,0.4,,,
2519,286583620,2024-02-28 21:42:46,3,0.2615,0.26156404,62.86,BTC-28JUN24-50000-C,60531.83,sell,2.6,,2.6,,,
2520,286595071,2024-02-28 22:58:25,0,0.2695,0.27018304,63.56,BTC-28JUN24-50000-C,61266.6,buy,0.1,,0.1,,,
2521,286595708,2024-02-28 23:02:55,0,0.2715,0.27167567,63.9,BTC-28JUN24-50000-C,61447.42,buy,0.1,,0.1,,,
2522,286659204,2024-02-29 03:54:39,0,0.272,0.27272361,63.74,BTC-28JUN24-50000-C,61496.7,buy,1.0,,1.0,,,
2523,286679887,2024-02-29 05:33:59,0,0.28,0.27933055,65.23,BTC-28JUN24-50000-C,62112.21,sell,0.1,,0.1,,,
2524,286679937,2024-02-29 05:34:54,2,0.2795,0.27929429,64.96,BTC-28JUN24-50000-C,62092.16,sell,0.1,,0.1,,,
2525,286679968,2024-02-29 05:35:21,3,0.2795,0.27928853,64.97,BTC-28JUN24-50000-C,62094.28,sell,0.1,,0.1,,,
2526,286780836,2024-02-29 12:23:54,0,0.2865,0.287428,66.22,BTC-28JUN24-50000-C,62688.22,sell,0.1,,0.1,,,
2527,286781033,2024-02-29 12:24:39,1,0.2865,0.287292,66.28,BTC-28JUN24-50000-C,62672.59,sell,0.1,,0.1,,,
2528,286781041,2024-02-29 12:24:40,1,0.2865,0.28727849,66.29,BTC-28JUN24-50000-C,62668.96,sell,0.1,,0.1,,,
2529,286781043,2024-02-29 12:24:41,1,0.2865,0.28727849,66.29,BTC-28JUN24-50000-C,62666.7,sell,0.1,,0.1,,,
2530,286781049,2024-02-29 12:24:47,1,0.2865,0.28718895,66.35,BTC-28JUN24-50000-C,62660.26,sell,0.1,,0.1,,,
2531,286781050,2024-02-29 12:24:47,1,0.2865,0.28718895,66.35,BTC-28JUN24-50000-C,62660.26,sell,0.1,,0.1,,,
2532,286781062,2024-02-29 12:24:47,1,0.2865,0.28718895,66.35,BTC-28JUN24-50000-C,62660.26,sell,0.1,,0.1,,,
2533,286781083,2024-02-29 12:24:56,1,0.2865,0.28704368,66.43,BTC-28JUN24-50000-C,62646.42,sell,1.3,,1.3,,,
2534,286822310,2024-02-29 15:22:23,0,0.2905,0.28993065,66.2,BTC-28JUN24-50000-C,63162.68,sell,0.5,,0.5,,,
2535,286892857,2024-02-29 18:15:28,2,0.273,0.27311881,64.78,BTC-28JUN24-50000-C,61360.21,sell,0.1,,0.1,,,
2536,286892874,2024-02-29 18:15:43,3,0.273,0.27312746,64.77,BTC-28JUN24-50000-C,61370.25,sell,0.1,,0.1,,,
2537,286989282,2024-03-01 00:58:49,3,0.273,0.27396796,63.83,BTC-28JUN24-50000-C,61523.19,buy,0.9,,0.9,,,
2538,287088923,2024-03-01 13:34:28,0,0.281,0.28168904,63.63,BTC-28JUN24-50000-C,62516.53,buy,0.1,,0.1,,,
2539,287088929,2024-03-01 13:34:32,1,0.281,0.2815957,63.7,BTC-28JUN24-50000-C,62507.87,buy,0.1,,0.1,,,
2540,287089695,2024-03-01 13:47:09,0,0.2819,0.2821763,64.1,BTC-28JUN24-50000-C,62561.47,sell,25.0,129103,25.0,,,
2541,287132900,2024-03-01 17:18:13,2,0.273,0.27255749,63.71,BTC-28JUN24-50000-C,61711.64,sell,2.0,,2.0,,,
2542,287178918,2024-03-01 21:43:06,0,0.28,0.28158077,63.65,BTC-28JUN24-50000-C,62653.02,sell,0.1,,0.1,,,
2543,287179012,2024-03-01 21:44:23,0,0.2805,0.28218683,63.57,BTC-28JUN24-50000-C,62717.81,sell,0.1,,0.1,,,
2544,287179102,2024-03-01 21:45:21,0,0.281,0.28250105,63.69,BTC-28JUN24-50000-C,62747.13,sell,0.1,,0.1,,,
2545,287179263,2024-03-01 21:46:57,2,0.28,0.28187523,63.38,BTC-28JUN24-50000-C,62697.56,sell,0.1,,0.1,,,
2546,287268797,2024-03-02 14:52:41,2,0.279,0.27716914,66.3,BTC-28JUN24-50000-C,61940.46,sell,0.1,,0.1,,,
2547,287355122,2024-03-03 11:55:28,0,0.2805,0.28022572,67.53,BTC-28JUN24-50000-C,61829.32,sell,0.1,,0.1,,,
2548,287355149,2024-03-03 11:56:04,1,0.2805,0.28023917,67.54,BTC-28JUN24-50000-C,61831.11,sell,0.1,,0.1,,,
2549,287355150,2024-03-03 11:56:15,1,0.2805,0.28024878,67.55,BTC-28JUN24-50000-C,61830.16,sell,0.1,,0.1,,,
2550,287355151,2024-03-03 11:56:27,1,0.2805,0.28030852,67.52,BTC-28JUN24-50000-C,61834.49,sell,0.1,,0.1,,,
2551,287355155,2024-03-03 11:56:36,1,0.2805,0.28032771,67.51,BTC-28JUN24-50000-C,61835.4,sell,0.1,,0.1,,,
2552,287355156,2024-03-03 11:56:43,1,0.2805,0.2803725,67.5,BTC-28JUN24-50000-C,61835.4,sell,0.1,,0.1,,,
